Course_Code,Course_Title,Hours,Prerequisites,Coreq,Semester,Other_Pre-req,Other_Co-req
PRE 495,Study Abroad  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",[],[],"Variable, check with department",Varies by topic.,
PRE 499,Independent Study in Public Relations  (1-3 credits),"Hours:, 0 classroom + 4 -12 lab/studio",[],[],"Variable, check with department",junior standing; approved independent study proposal.,
RAD 200,Introduction to Radiography,"Hours:, 5 classroom + 1 lab/studio",[],[],Summer only,Admission to radiologic technology program.,
RAD 208,Radiographic Procedures I,"Hours:, 3 classroom + 0 lab/studio",['RAD 200'],['RAD 208L'],Fall only,,
RAD 208L,Radiographic Positioning Laboratory I,"Hours:, 0 classroom + 2 lab/studio",[],['RAD 208'],Fall only,,RAD 208 .
RAD 209,Radiographic Procedures II,"Hours:, 3 classroom + 0 lab/studio",['RAD 208'],['RAD 209L'],Spring only,,
RAD 209L,Radiographic Positioning Laboratory II,"Hours:, 0 classroom + 2 lab/studio",[],['RAD 209'],Spring only,,
RAD 214,Analysis of Radiographic Quality,"Hours:, 3 classroom + 0 lab/studio",['RAD 200'],['RAD 214L'],Fall only,,
RAD 214L,Analysis Radiographic Quality Laboratory,"Hours:, 0 classroom + 2 lab/studio",['RAD 200'],['RAD 214'],Fall only,,
RAD 216,Physical Principles of Radiographic Equipment,"Hours:, 3 classroom + 0 lab/studio",['RAD 214'],[],Spring only,,
RAD 230,Communication and Patient Care,"Hours:, 3 classroom + 0 lab/studio","['RAD 200', 'RTT 200']",[],Spring only,C or better in RAD 200  or RTT 200,
RAD 286,Radiographic Practicum I,"Hours:, 1 classroom + 16 lab/studio",['RAD 200'],[],Fall only,,
RAD 296,Radiographic Practicum II,"Hours:, 1 classroom + 16 lab/studio",['RAD 286'],[],Spring only,,
RAD 299,Independent Study in Radiology  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
RAD 307L,Advanced Radiography Lab,"Hours:, (0 classroom + 2 lab/studio)",['RAD 209'],[],"Variable, check with department",,
RAD 308,Radiographic Procedures III,"Hours:, 3 classroom + 0 lab/studio",['RAD 209'],[],"Variable, check with department",C or better in RAD 209 .,
RAD 309,Radiographic Procedures IV,"Hours:, 3 classroom + 0 lab/studio",['RAD 308'],[],Spring only,C or better in RAD 308,
RAD 310,Advanced Imaging Sectional Anatomy,"Hours:, 3 classroom + 0 lab/studio","['BIO 208', 'BIO 209']",[],"Variable, check with department",C or better in BIO 208  and BIO 209  or consent of instructor.,
RAD 340,Radiation Biology and Protection,"Hours:, 3 classroom + 0 lab/studio",['RAD 216'],[],Fall only,,
RAD 350,Clinical Pathology for Radiographers,"Hours:, 3 classroom + 0 lab/studio","['RAD 308', 'BIO 209']",[],Spring only,C or better in RAD 308  and BIO 209  .,
RAD 376,Radiographic Practicum III,"Hours:, 0 classroom + 16 lab/studio",['RAD 296'],[],Summer only,,
RAD 386,Radiographic Practicum IV,"Hours:, 1 classroom + 16 lab/studio",['RAD 376'],[],Fall only,,
RAD 396,Radiographic Practicum V,"Hours:, 0 classroom + 24 lab/studio",['RAD 386'],[],Spring only,,
RAD 450,Advanced Imaging Pathology,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
RAD 460,Principles of Mammography  3 credit hours,"Hours:, 3 classroom + 0 lab/studio",['RAD 308'],[],"Variable, check with department",,
RAD 470,Principles of Computed Tomography,"Hours:, 3 classroom + 0 lab/studio",['RAD 396'],[],"Variable, check with department",C or better in RAD 396 .,
RAD 480,Radiography Capstone,"Hours:, 1 classroom + 0 lab/studio",['RAD 340'],[],Spring only,,
RAD 486,Clinical Practicum VI,"Hours:, 0 classroom + 24 lab/studio",['RAD 396'],[],Fall only,C or better in RAD 396 .,
RAD 494,Topics: Radiology,"Hours:, 3-6 classroom + 0 lab/studio",[],[],"Variable, check with department",,
RAD 496,Radiographic Practicum VII,"Hours:, 0 classroom + 24 lab/studio",['RAD 486'],[],Spring only,C or better in RAD 486  .,
RAD 499,Special Topics Radiology,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
RTT 200,Introduction to Radiation Therapy,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall only,Radiation Therapy Major.,
RTT 208,Clinical Oncology I,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall only,Radiation Therapy Major.,
RTT 209,Clinical Oncology II,"Hours:, 3 classroom + 0 lab/studio",['RTT 208'],[],Spring only,Radiation Therapy Major and RTT 208 .,
RTT 214,Radiation Therapy Simulation Lab,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall only,Radiation Therapy Major.,
RTT 220,Radiation Physics I,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall only,Radiation Therapy Major.,
RTT 221,Radiation Physics II,"Hours:, 3 classroom + 0 lab/studio",['RTT 220'],[],Spring only,Radiation Therapy Major; RTT 220 .,
RTT 286,Radiation Therapy Practicum I,"Hours:, 3 classroom + 0 lab/studio",['RTT 200'],[],Fall only,Radiation Therapy Major and RTT 200 .,
RTT 296,Radiation Therapy Practicum II,"Hours:, 2 classroom + 0 lab/studio",['RTT 286'],[],Summer only,Radiation Therapy Major and RTT 286 .,
RTT 308,Clinical Oncology III,"Hours:, 3 classroom + 0 lab/studio",['RTT 209'],[],Fall only,Radiation Therapy Major and RTT 209 .,
RTT 320,Treatment Planning I,"Hours:, 3 classroom + 0 lab/studio",['RTT 221'],[],Fall only,Radiation therapy major and RTT 221 .,
RTT 321,Treatment Planning II,"Hours:, 3 classroom + 0 lab/studio",['RTT 320'],[],Spring only,Radiation therapy major and RTT 320 .,
RTT 340,Radiation Biology,"Hours:, 3 classroom + 0 lab/studio",['RTT 221'],[],Fall only,Radiation therapy major and RTT 221 .,
RTT 341,Radiation Therapy Protection,"Hours:, 2 classroom + 0 lab/studio",['RTT 340'],[],Spring only,Radiation therapy major and RTT 340 .,
RTT 376,Radiation Therapy Practicum III,"Hours:, 3 classroom + 0 lab/studio",['RTT 296'],[],Fall only,Radiation therapy major and RTT 296 .,
RTT 386,Radiation Therapy Practicum IV,"Hours:, 3 classroom + 0 lab/studio",['RTT 376'],[],Spring only,Radiation therapy major and RTT 376 .,
RTT 396,Radiation Therapy Practicum V,"Hours:, 2 classroom + 0 lab/studio",['RTT 386'],[],Summer only,Radiation therapy major and RTT 386 .,
RTT 470,Imaging Modalities,"Hours:, 3 classroom + 0 lab/studio",['RTT 321'],[],Fall only,Radiation therapy major and RTT 321 .,
RTT 480,Radiation Therapy Capstone,"Hours:, 3 classroom + 0 lab/studio",[],[],Spring only,"Radiation therapy major, Senior standing.",
RTT 486,Radiation Therapy Practicum VI,"Hours:, 3 classroom + 0 lab/studio",['RTT 396'],[],Fall only,Radiation therapy major and RTT 396 .,
RTT 496,Radiation Therapy Practicum VII,"Hours:, 3 classroom + 0 lab/studio",['RTT 486'],[],Spring only,Radiation therapy major and RTT 486 .,
RDG 110,Critical Reading,"Hours:, 1 classroom + 0 lab/studio",[],[],Fall and spring,,
REL 120,Survey of Hebrew Bible (Old Testament),"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
REL 121,Survey of New Testament,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
REL 200,World Religions and Cultures,"Hours:, 3 classroom + 0 lab/studio",[],[],"Fall, spring, and summer",,
REL 225,African American Religious Experience  (3 Credits),"Hours:, 3 classroom + 0 lab/studio",[],[],Spring Only,,
REL 301,Ancient Religions,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
REL 304,Jesus,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",Sophomore standing.,
REL 305,Islam,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
REL 306,Introduction to Judaism,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
REL 307,Survey of Christianity,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
REL 317,Catholicism,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",Sophomore standing or consent of the instructor.,
REL 325,Celtic Christianity,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",Sophomore standing or consent of the instructor.,
REL 352,Women and Religion,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",Sophomore standing or consent of the instructor.,
REL 370,Religion and Science,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",Sophomore standing or consent of instructor.,
REL 371,Death and the Afterlife,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",Sophomore standing or consent of the instructor.,
REL 394,Topics: Religious Studies,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
REL 499,Independent Study  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
REL 594,Topics In Religious Studies,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
REL 599,Independent Study,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
RSP 201,Fundamentals of Respiratory Care,"Hours:, 3 classroom + 0 lab/studio",[],"['RSP 201L', 'RSP 286']",Fall only,Admission to respiratory care program.,RSP 201L  and RSP 286 .
RSP 201L,Respiratory Care Equipment and Procedures,"Hours:, 0 classroom + 2 lab/studio",[],['RSP 201'],Fall only,,
RSP 202,Medical Terminology for Health Professions,"Hours:, 1 classroom + 0 lab/studio",[],"['RAD 208', 'RSP 201']",Fall only,,
RSP 205,Respiratory Care Pharmacology,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department.",,
RSP 220,Intro to Respiratory Critical Care,"Hours:, 4 classroom + 0 lab/studio","['RSP 201', 'RSP 201L']",[],Spring only,RSP 201  and RSP 201L  with grades of C or better.,
RSP 235,Cardiopulmonary Anatomy and Physiology,"Hours:, 3 classroom + 0 lab/studio",['RSP 201'],[],Spring only,RSP 201,
RSP 286,Clinical Practicum I,"Hours:, 0 classroom + 24 lab/studio",[],"['RSP 201', 'RSP 201L']",Fall only,,
RSP 296,Clinical Practicum II,"Hours:, 0 classroom + 24 lab/studio",['RSP 286'],[],Spring only,RSP 286 .,
RSP 299,Independent Study: Respiratory Care  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
RSP 310,Introduction to Mechanical Ventilation,"Hours:, 3 classroom + 0 lab/studio",['RSP 220'],[],"Variable, check with department.",C or better in RSP 220 .,
RSP 310L,Mechanical Ventilation Lab,"Hours:, 0 classroom + 2 lab/studio",[],['RSP 310'],"Variable, check with department.",,
RSP 331,Cardiopulmonary Diagnostics,"Hours:, 3 classroom + 0 lab/studio",['RSP 310'],[],Spring only,RSP 310 .,
RSP 350,Cardiopulmonary Pathophysiology,"Hours:, 3 classroom + 0 lab/studio",['RSP 235'],[],Fall only,RSP 235,
RSP 362,Prenatal-Pediatric Respiratory Care,"Hours:, 3 classroom + 0 lab/studio",['RSP 310'],[],Spring only,C or better in RSP 310 .,
RSP 386,Clinical Practicum III,"Hours:, 0 classroom + 16 lab/studio",['RSP 296'],['RSP 310'],Fall only,,
RSP 396,Clinical Practicum IV,"Hours:, 0 classroom + 16 lab/studio",['RSP 386'],['RSP 331'],Spring only,RSP 386,RSP 331 .
RSP 400,Advanced Respiratory Care,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
RSP 430,Advanced Pathophysiology,"Hours:, 3 classroom + 0 lab/studio",['RSP 350'],[],"Variable, check with department",RSP 350 or admission to respiratory care degree advancement program,
RSP 441,Evidence-based Practice in Resp Care,"Hours:, 3 classroom + 0 lab/studio",['RSP 350'],[],"Variable, check with department",RSP 350 .,
RSP 442,Disease Management II,"Hours:, 3 classroom + 0 lab/studio",['RSP 441'],[],"Variable, check with department",,
RSP 445,Health Assessment and Promotion,"Hours:, 3 classroom + 0 lab/studio",['RSP 396'],[],"Variable, check with department",RSP 396   or admission to respiratory care degree advancement program,
RSP 451,Polysomnography I,"Hours:, 2 classroom + 1 lab/studio",[],[],"Variable, check with department",,
RSP 452,Polysomnography II,"Hours:, 2 classroom + 2 lab/studio",[],[],"Variable, check with department",,
RSP 460,Advanced Respiratory Critical Care,"Hours:, (3 classroom + 0 lab/studio)",['RSP 310'],[],"Variable, check with department",or admission to respiratory care degree advancement program,
RSP 480,Respiratory Care Seminar,"Hours:, 3 classroom + 0 lab/studio",['RSP 460'],[],Spring only,RSP 460,
RSP 484,Accelerated Respiratory Care Capstone  (1.5 credits),"Hours:, 1.5 classroom + 0 lab/studio","['HSC 421', 'HSC 410', 'RSP 441', 'RSP 445', 'RSP 460']",[],"Variable, check with department","HSC 421  , HSC 410  , RSP 441  , RSP 445  , RSP 460",
RSP 485,Respiratory Care Capstone,"Hours:, 3 classroom + 0 lab/studio",['RSP 486'],[],"Variable, check with department",RSP 486,
RSP 486,Clinical Practicum V,"Hours:, 0 classroom + 16 lab/studio",['RSP 396'],[],Fall,RSP 396 .,
RUS 101,Elementary Russian I,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall only,,
RUS 102,Elementary Russian II,"Hours:, 3 classroom + 0 lab/studio",['RUS 101'],[],Spring only,,
RUS 201,Intermediate Russian I,"Hours:, 3 classroom + 0 lab/studio",['RUS 102'],[],"Variable, check with department",,
RUS 202,Intermediate Russian II,"Hours:, 3 classroom + 0 lab/studio",['RUS 201'],[],"Variable, check with department",,
SWK 105,Social Work & the Community,"Hours:, 3 classroom + 0 lab/studio",[],[],"Fall, spring, and summer",,
SWK 106,Introduction to Social Justice,"Hours:, 3 classroom + 0 lab/studio",[],[],"Fall, spring and summer",,
SWK 204,Social Work Ethics,"Hours:, 3 classroom + 0 lab/studio","['SWK 105', 'SWK 106']",[],Fall and Spring,SWK 105  and SWK 106,
SWK 205,"Inclusion, Oppression, & Social Work  3 credits","Hours:, 3 classroom + 0 lab/studio","['SWK 105', 'SWK 106']",[],Fall and Spring,SWK 105   and SWK 106,
SWK 206,Professional Social Work Communication,"Hours:, 3 classroom + 0 lab/studio","['SWK 105', 'SWK 106', 'SWK 204', 'SWK 205']",[],Fall and Spring,"SWK 105  , SWK 106  , SWK 204  , and SWK 205",
SWK 303,Professional Interactional Skills,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall only,,
SWK 304,Human Behavior in Childhood,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall only,"Declared social work major only, Completion of Phase 1 courses, Department Permission",
SWK 305,Practice with Individuals,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall,"Declared social work major only, Completion of Phase 1 courses, Department Permission",
SWK 306,Contemporary Social Welfare Policy,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall only,"Declared social work major only, Completion of Phase 1 courses, Department Permission",
SWK 307,Human Behavior in Adulthood,"Hours:, 5 classroom + 0 lab/studio",[],[],Spring only,"Declared social work major only, Completion of Phase 1 courses, Department Permission",
SWK 308,Social Work Research,"Hours:, 3 classroom + 0 lab/studio",[],[],Spring only,"Declared social work major only, Completion of Phase 1 courses, Department Permission",
SWK 310,Practice with Families & Groups,"Hours:, 3 classroom + 0 lab/studio",[],[],Spring only,"Declared social work major only, Completion of Phase 1 courses, Department Permission",
SWK 311,Practice with Communities & Organizations,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall only,"Declared social work major only, Completion of Phase 1 courses, Department Permission",
SWK 394,Special Topics: Social Welfare  (1-3 credits),"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",Minimum of 45 completed credit hours,
SWK 406,Field Experience I,"Hours:, 5 classroom + 0 lab/studio","['SWK 303', 'SWK 304', 'SWK 305', 'SWK 306', 'SWK 307', 'SWK 308', 'SWK 310', 'SWK 311']",[],Fall and spring,"SWK 303  , SWK 304  , SWK 305  SWK 306  , SWK 307  , SWK 308  , SWK 310  , SWK 311  , declared social work major only; department permission",
SWK 408,Field Experience II,"Hours:, 5 classroom + 0 lab/studio","['SWK 303', 'SWK 304', 'SWK 305', 'SWK 306', 'SWK 307', 'SWK 308', 'SWK 310', 'SWK 311']",[],Fall and spring,"SWK 303  , SWK 304  , SWK 305  SWK 306  , SWK 307  , SWK 308  , SWK 310  , SWK 311  , declared social work major only; department permission",
SWK 410,Child Abuse,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",Minimum of 45 completed credit hours,
SWK 415,Child Welfare PCWCP I,"Hours:, 3 classroom + 0 lab/studio",[],[],Fall only,"Declared social work major only, department permission, acceptance to PCWCP",
SWK 416,Child Welfare PCWCP II,"Hours:, 3 classroom + 0 lab/studio",[],[],Spring only,Students in PCWCP program only,
SWK 474,Safety in Social Work Practice  (1-4 credits),"Hours:, 1-4 classroom + 0 lab/studio",[],[],"Variable, check with department",Minimum of 45 completed credit hours,
SWK 494,Special Topics: Bachelor of Social Work  (1-3 credits),"Hours:, 1-3 classroom + 0 lab/studio",[],[],"Variable, check with department",Minimum of 45 completed credit hours,
SWK 499,Independent Study  (1-6 credits),"Hours:, 1-6 classroom + 0 lab/studio",[],[],"Variable, check with department",Instructor permission.,
SWK 525,Substance Use & Misuse,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
SWK 565,"Compassion, Empathy & Forgiveness","Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
SWK 568,Family-Directed Structural Model,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
SWK 572,Forensic Social Work,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",,
SWK 576,Social Work & the Law,"Hours:, 3 Classroom + 0 Lab Studio",[],[],"Variable, check with department.",,
SWK 577,Social Work in Law Enforcement Settings  3 credit hours,"Hours:, 3 classroom + 0 lab/studio",[],[],"Variable, check with department",Junior or Graduate Standing,
SWK 578,Aging & Mental Health,"Hours:, 3 Classroom + 0 Lab Studio",[],[],"Variable, check with department.",,
SWK 579,Gerontology,"Hours:, 3 Classroom + 0 Lab Studio",[],[],"Fall, summer, spring",Junior or higher or graduate standing,
SWK 592,Directed Research: Social Work  (0-6 credits),"Hours:, 0-6 Classroom + 0 Lab Studio",[],[],"Variable, check with department",,
SWK 594,Special Topics: Issues in Social Work  (1-4 credits),"Hours:, 1-4 classroom + 0 lab/studio",[],[],"Variable, check with department",,
